#TYPE Selected.Microsoft.Management.Infrastructure.CimInstance
"ClientId","IPAddress","HostName"
"cc-2d-b7-63-dd-4d","10.0.20.136","ButerBrod.tscrm.com"
"ac-c1-ee-8b-a3-89","10.0.20.137","RedmiNote3-fcdk.tscrm.com"
"dc-f0-90-91-20-4f","10.0.20.138","android-7c74356f13a16506.tscrm.com"
"c8-d7-b0-70-c3-49","10.0.20.139","Galaxy-J7-2016.tscrm.com"
"7c-a1-ae-91-02-34","10.0.20.140","iPhone-Urij.tscrm.com"
"60-ab-67-fb-45-76","10.0.20.141","Mi9SE-MiPhone.tscrm.com"
"90-e1-7b-2c-49-00","10.0.20.142","iPhone-Diana.tscrm.com"
"7c-b0-c2-23-ca-0d","10.0.20.143","d_kiper_nb.tscrm.com"
"a4-50-46-45-ba-f3","10.0.20.144",
"7c-03-ab-38-1d-55","10.0.20.145","RedmiNote7-Redmi.tscrm.com"
"e0-94-67-55-03-e8","10.0.20.146","n_shcherbakov.tscrm.com"
"00-be-3b-dc-61-77","10.0.20.147","HUAWEI_P_smart-28eed26c5c.tscrm.com"
"a4-83-e7-a7-93-ea","10.0.20.148","Air-Anastasia.tscrm.com"
"9c-e3-3f-90-8a-3f","10.0.20.149","iPhone-X-RU.tscrm.com"
"4c-49-e3-1a-04-ff","10.0.20.150","RedmiNote4-Redmi.tscrm.com"
"00-b5-d0-6d-71-09","10.0.20.151","Galaxy-A9-2018.tscrm.com"
"20-34-fb-a9-b5-67","10.0.20.152","RedmiNote7-Redmi.tscrm.com"
"0c-8b-fd-b4-de-c1","10.0.20.153","i_ksenchina_nb.tscrm.com"
"70-56-81-9c-da-f5","10.0.20.154","MBP-yuriy.tscrm.com"
"f0-0f-ec-43-7a-8b","10.0.20.155","HUAWEI_P20_lite-fba91547c.tscrm.com"
"a4-50-46-ec-74-82","10.0.20.156","MI8-MiPhone.tscrm.com"
"f4-0f-24-2a-1b-64","10.0.20.157","Andrejs-MBP.tscrm.com"
"88-e9-fe-bc-2b-9f","10.0.20.158","iPhone-Alena.tscrm.com"
"a4-50-46-ec-29-c2","10.0.20.159","MI8-MiPhone.tscrm.com"
"7c-03-ab-8d-6a-f3","10.0.20.160","RedmiNote5-???.tscrm.com"
"08-6d-41-e1-75-5a","10.0.20.161","MacBook-Air-2.tscrm.com"
"0c-51-01-41-a7-61","10.0.20.162","LyubovPhone.tscrm.com"
"3c-20-f6-f5-73-f3","10.0.20.163","Galaxy-M20.tscrm.com"
"0c-51-01-2b-91-71","10.0.20.164","iPhone.tscrm.com"
"b8-7b-c5-3f-b0-cf","10.0.20.165","Nadin.tscrm.com"
"70-0b-c0-9d-44-40","10.0.20.166","android-c0f56622785f1e21.tscrm.com"
"d8-ce-3a-4d-fd-75","10.0.20.167",
"64-cc-2e-bb-92-6e","10.0.20.168","RedmiNote3-RedmiN3PR.tscrm.com"
"6c-c7-ec-b3-4c-27","10.0.20.169","Galaxy-S8.tscrm.com"
"a8-5c-2c-87-8c-a5","10.0.20.170","iPhone-Alexandr.tscrm.com"
"d0-b1-28-6d-1d-eb","10.0.20.171","Galaxy-A7-2017.tscrm.com"
"8c-79-67-de-2a-9f","10.0.20.172","android-e92988b4c26be84b.tscrm.com"
"cc-2d-b7-26-a7-7c","10.0.20.173","Vika.tscrm.com"
"2c-57-31-c8-36-92","10.0.20.174","MEIZU-M6.tscrm.com"
"d0-fc-cc-80-72-a1","10.0.20.175","android-df2bb51580fe8e0e.tscrm.com"
"e8-36-17-27-d0-d5","10.0.20.176","Annas-iPhone.tscrm.com"
"8c-b8-4a-9e-e0-a4","10.0.20.177","Galaxy-S10.tscrm.com"
"fc-fc-48-ac-88-d5","10.0.20.178","iPhone-2.tscrm.com"
"88-66-a5-1a-71-88","10.0.20.179","iPhone-Artur.tscrm.com"
"98-ca-33-96-14-c9","10.0.20.180","KonstannsiPhone.tscrm.com"
"1c-23-2c-82-e7-3f","10.0.20.181","Galaxy-A5-2017.tscrm.com"
"00-db-70-8d-f1-8e","10.0.20.182","iPhone.tscrm.com"
"8c-b8-4a-ae-27-54","10.0.20.183","Galaxy-S9.tscrm.com"
"ac-2b-6e-65-df-24","10.0.20.184","b_denysiuk_nb.tscrm.com"
"3c-dc-bc-7d-e1-73","10.0.20.185","Galaxy-A8-2018.tscrm.com"
"ac-e4-b5-62-fb-bf","10.0.20.186","Bogdans-iPhone.tscrm.com"
"64-70-33-64-6f-08","10.0.20.187","iPhone.tscrm.com"
"7c-b0-c2-23-c7-f6","10.0.20.188","y_kobryn_nb.tscrm.com"
"ce-bb-c6-59-81-28","10.0.20.189","Galaxy-S10e.tscrm.com"
"f8-95-ea-4d-60-49","10.0.20.190","Dary.tscrm.com"
"04-b1-67-69-19-1a","10.0.20.191",
"04-92-26-7d-53-6b","10.0.20.192",
"78-62-56-d4-8a-53","10.0.20.193","HUAWEI_P8_lite_2017.tscrm.com"
"94-b8-6d-34-21-55","10.0.20.194","l_shcherbach_nb.tscrm.com"
"b4-ce-f6-9e-23-84","10.0.20.195","android-c31ffad71e6f708c.tscrm.com"
"14-36-c6-8b-89-e4","10.0.20.196","android-ce76c1fd872b3618.tscrm.com"
"90-32-4b-90-9c-a1","10.0.20.197","m_maksymtsiv_n.tscrm.com"
"9c-2e-a1-f3-98-87","10.0.20.198","MiMIX2S-MiPhone.tscrm.com"
"cc-66-0a-48-05-f4","10.0.20.199","AlexandrsiPhone.tscrm.com"
"88-29-9c-f5-d1-23","10.0.20.200","Galaxy-A30.tscrm.com"
"6c-71-d9-7d-00-b2","10.0.20.201","admin-??.tscrm.com"
"80-35-c1-4c-fb-ca","10.0.20.202","RedmiNote5-Redmi.tscrm.com"
"74-b5-87-9f-be-1f","10.0.20.203","iPhone-Nastya.tscrm.com"
"c0-cc-f8-ea-92-a0","10.0.20.204","Morkvuna.tscrm.com"
"88-63-df-48-05-d9","10.0.20.205","iPhone-denis.tscrm.com"
"04-b1-67-ad-99-e7","10.0.20.206","RedmiNote4-Redmi.tscrm.com"
"98-9c-57-79-9b-e3","10.0.20.207","HUAWEI_Mate_10_lite-61eee.tscrm.com"
"78-67-d7-22-1b-6f","10.0.20.208","iPhone-MD.tscrm.com"
"18-19-d6-94-4f-c0","10.0.20.209","Galaxy-M30s.tscrm.com"
"f0-18-98-2c-cd-41","10.0.20.210","MacBook-Pro.tscrm.com"
"f8-87-f1-cd-99-f7","10.0.20.211","iPhoneGinkoKun.tscrm.com"
"e0-c7-67-88-d4-2c","10.0.20.212","iPhone-YEVGEN.tscrm.com"
"30-45-96-4f-e2-55","10.0.20.213","HUAWEI_P_smart+-1fc2c8dd6.tscrm.com"
"48-2c-a0-ef-24-a7","10.0.20.214",
"e4-9a-dc-23-70-24","10.0.20.215","iPhone-Lenovo.tscrm.com"
"08-d4-0c-dd-0e-82","10.0.20.216","a_marchenko_nb.tscrm.com"
"58-e6-ba-15-8e-a3","10.0.20.217","iPhone-Victoria.tscrm.com"
"f0-18-98-56-47-3d","10.0.20.218","MBP-Dmitriy.tscrm.com"
"e0-33-8e-dd-58-bc","10.0.20.219","AnastasasiPhone.tscrm.com"
"dc-0c-5c-ce-3e-4f","10.0.20.220","iPhone.tscrm.com"
"8c-1a-bf-de-11-16","10.0.20.221","Galaxy-A5-2016.tscrm.com"
"48-a9-1c-d0-69-ee","10.0.20.222","iPhone.tscrm.com"
"d0-ab-d5-d6-29-e6","10.0.20.223","a-tsyrul.tscrm.com"
"88-19-08-ca-9b-a7","10.0.20.224","Olga-Noha.tscrm.com"
"e8-36-17-1b-46-e6","10.0.20.225","iPhone-MK.tscrm.com"
"94-65-2d-63-15-cd","10.0.20.226","OnePlus_3T.tscrm.com"
"14-c2-13-d8-2b-08","10.0.20.227","Tamaras-iPhone.tscrm.com"
"d0-c5-f3-af-89-54","10.0.20.228","iPhone.tscrm.com"
"dc-56-e7-60-a8-05","10.0.20.229","iPhone-Tatana.tscrm.com"
"14-c2-13-03-80-40","10.0.20.230","IVN.tscrm.com"
"04-b1-67-3f-78-9c","10.0.20.231","Redmi5-Redmi.tscrm.com"
"dc-a9-04-9e-26-31","10.0.20.232","Olga-Noha.tscrm.com"
"f4-0f-24-26-f0-be","10.0.20.233","MBP-Mike.tscrm.com"
"64-70-33-d8-82-7d","10.0.20.234","AlexeyOvsiPhone.tscrm.com"
"08-c5-e1-73-62-4f","10.0.20.235","Galaxy-S8.tscrm.com"
"8c-85-90-96-ec-63","10.0.20.236","Evgenias-MBP.tscrm.com"
"fc-87-43-df-69-61","10.0.20.237","HUAWEI_P30_Pro-7f58d9ffe3.tscrm.com"
"50-8f-4c-e7-f3-d3","10.0.20.238","MI6-MiVovz.tscrm.com"
"00-5a-13-10-d0-43","10.0.20.239","HUAWEI_nova.tscrm.com"
"ac-5f-3e-7d-9f-2a","10.0.20.240","Samsung-Galaxy-S7-edge.tscrm.com"
"6c-c7-ec-73-c5-f0","10.0.20.241","Galaxy-S9.tscrm.com"
"30-57-14-84-dd-a6","10.0.20.242","iPhone-Andrii.tscrm.com"
"6c-96-cf-76-8a-ae","10.0.20.243","iPhone-Stas.tscrm.com"
"9c-e3-3f-cf-6d-1d","10.0.20.244","iPhone.tscrm.com"
"04-d6-aa-da-ac-ec","10.0.20.245","Galaxy-S8.tscrm.com"
"40-40-a7-3b-4f-8c","10.0.20.246","android-aeeeb28cc80dfd47.tscrm.com"
"54-33-cb-73-01-d6","10.0.20.247","iPhone-Kate.tscrm.com"
"9c-30-5b-ac-dc-61","10.0.20.248","v_mayuk_nb.tscrm.com"
"90-2b-d2-45-91-82","10.0.20.249","HUAWEI_P_smart+-69f624ed8.tscrm.com"
"1c-cd-e5-13-a7-0d","10.0.20.250","Everest.tscrm.com"
