#TYPE Selected.Microsoft.Management.Infrastructure.CimInstance
"ClientId","IPAddress","HostName"
"dc-4a-3e-e1-fc-97","10.0.3.36","a_hlazkov_nb.tscrm.com"
"70-85-c2-7f-6b-d9","10.0.3.37","a_matviyko.tscrm.com"
"70-85-c2-7f-70-79","10.0.3.38","a_gorobets.tscrm.com"
"84-a9-3e-0a-ce-8a","10.0.3.39","n_rybachek_nb.tscrm.com"
"3c-52-82-32-b9-a5","10.0.3.40","a_zolotukhin_nb.tscrm.com"
"70-85-c2-73-db-21","10.0.3.41","a_tyshchyk.tscrm.com"
"dc-4a-3e-de-8c-96","10.0.3.42","k_yarosh_nb.tscrm.com"
"70-85-c2-73-df-4e","10.0.3.43","a_izbickiy.tscrm.com"
"70-5a-0f-21-18-74","10.0.3.44","e_markevich_nb.tscrm.com"
"dc-4a-3e-de-90-23","10.0.3.45","N_Kostruba_NB.tscrm.com"
"1c-1b-0d-86-59-37","10.0.3.46","minint-0t473jq.tscrm.com"
"2f-03-00-0a","10.0.3.47","BAD_ADDRESS"
"70-85-c2-8a-66-59","10.0.3.48","d_lemeshko01.tscrm.com"
"70-85-c2-7f-69-ce","10.0.3.49","m_krivonos.tscrm.com"
"d4-3d-7e-d7-b6-cf","10.0.3.50","e_goncharouk.tscrm.com"
"e4-e7-49-43-a7-8d","10.0.3.51","i_telezhenko_nb.tscrm.com"
"40-b0-76-a2-6b-83","10.0.3.52","n_holoborodko.tscrm.com"
"70-85-c2-73-e0-e4","10.0.3.53","e-safonov.tscrm.com"
"84-a9-3e-0a-c9-ac","10.0.3.54","a_kubyshkin_nb.tscrm.com"
"84-a9-3e-0a-c9-69","10.0.3.55","e_smetanenko_nb.tscrm.com"
"40-b0-76-a2-6b-95","10.0.3.56","a_avanesian.tscrm.com"
"70-85-c2-8e-be-8b","10.0.3.57","a-diachenko1.tscrm.com"
"70-85-c2-7f-70-85","10.0.3.58","s_kalishenko.tscrm.com"
"98-e7-f4-4d-59-f9","10.0.3.59","artem_artemov_n.tscrm.com"
"70-85-c2-8e-be-67","10.0.3.60","a_shumarin01.tscrm.com"
"b6-22-0f-eb-00-02-00-00-ab-11-6f-24-b3-00-f7-36-1b-18","10.0.3.61","ai-dev.tscrm.com"
"70-5a-0f-1f-f6-7a","10.0.3.62","m_moshkovskaya_.tscrm.com"
"40-b0-76-0b-ad-71","10.0.3.63","d_riabtsev.tscrm.com"
"70-85-c2-73-db-31","10.0.3.64","s_alekseenko.tscrm.com"
"40-b0-76-0b-a2-cc","10.0.3.65","y_stogni.tscrm.com"
"70-85-c2-8e-66-62","10.0.3.66","i_artemyev.tscrm.com"
"70-85-c2-8e-64-e9","10.0.3.67","a_tyshcyk01.tscrm.com"
"70-85-c2-73-e0-33","10.0.3.68","v-drychyk.tscrm.com"
"00-40-f4-b5-87-eb","10.0.3.69","BPMO_Build.tscrm.com"
"70-85-c2-83-16-6e","10.0.3.70","k_shelest.tscrm.com"
"40-b0-76-a2-6a-12","10.0.3.71","o_linevich.tscrm.com"
"70-85-c2-73-db-f2","10.0.3.72","m_pavlov.tscrm.com"
"84-a9-3e-0a-ce-60","10.0.3.73","y_duzhyk_nb.tscrm.com"
"40-b0-76-a2-6b-7e","10.0.3.76","e_zinchenko.tscrm.com"
"70-85-c2-73-e0-ec","10.0.3.77","a_nazarenko.tscrm.com"
"f0-18-98-ea-9d-fe","10.0.3.78","Terrasofts-Mini.tscrm.com"
"04-d9-f5-64-a7-30","10.0.3.79","a-shalnev.tscrm.com"
"70-85-c2-7f-6d-11","10.0.3.80","d_pugach.tscrm.com"
"b4-b6-86-df-54-14","10.0.3.81","a_kazancev_nb.tscrm.com"
"1c-1b-0d-49-df-fd","10.0.3.82","d_maybozhenko.tscrm.com"
"70-85-c2-73-e0-ea","10.0.3.83","a-gilievyi.tscrm.com"
"70-85-c2-7f-69-1b","10.0.3.84","a_didenko.tscrm.com"
"04-92-26-cd-8b-ab","10.0.3.85","p_burdelya.tscrm.com"
"70-85-c2-7f-70-81","10.0.3.87","i_shupenya.tscrm.com"
"c8-d3-ff-e1-b0-f0","10.0.3.88","a_prusakov_n.tscrm.com"
"50-e5-49-36-a7-ce","10.0.3.89","s_kobizka.tscrm.com"
"70-85-c2-7f-69-19","10.0.3.90","a_pager.tscrm.com"
"b4-b5-2f-76-ed-25","10.0.3.91","I_Lazorenko_NB.tscrm.com"
"b4-b6-86-e0-33-92","10.0.3.92","n_zaitseva_nb.tscrm.com"
"b4-b6-86-e6-06-44","10.0.3.93","n_klymenko_nb.tscrm.com"
"04-d9-f5-64-aa-09","10.0.3.95","k_dymov.tscrm.com"
"70-85-c2-73-db-09","10.0.3.96","v_vyshnevetskiy.tscrm.com"
"ac-e2-d3-5b-08-c7","10.0.3.98","v_nazarevich_nb.tscrm.com"
"f8-b4-6a-a2-00-b6","10.0.3.99","y_novak_nb.tscrm.com"
