#TYPE Selected.Microsoft.Management.Infrastructure.CimInstance
"ClientId","IPAddress","HostName"
"ec-8e-b5-5b-ee-f8","10.0.6.62","a_stratiienko_n.tscrm.com"
"3c-97-0e-ee-ad-7a","10.0.6.63","english_nb.tscrm.com"
"b4-b6-86-df-56-f0","10.0.6.64","a_nohal_nb.tscrm.com"
"00-04-f2-f3-a2-fa","10.0.6.65",""
"70-5a-0f-1f-b2-d9","10.0.6.66","y_kuznietsova_n.tscrm.com"
"ec-8e-b5-4b-a7-4a","10.0.6.67","M_Novik_NB.tscrm.com"
"b0-5a-da-e4-56-42","10.0.6.71","b_denysiuk_nb.tscrm.com"
"b4-b6-86-e6-06-7a","10.0.6.73","a_liapin_nb.tscrm.com"
"48-ba-4e-47-af-77","10.0.6.75","L_Yaroshenko_NB.tscrm.com"
"1c-1b-0d-86-56-7e","10.0.6.78","minint-r5tn1og.tscrm.com"
"b4-b5-2f-78-c8-80","10.0.6.79","a_batura_nb.tscrm.com"
"84-a9-3e-0a-bd-ae","10.0.6.80","a_zagarchuk_n.tscrm.com"
"a0-8c-fd-32-8b-99","10.0.6.81","m_vialkina_nb.tscrm.com"
"84-a9-3e-09-42-0d","10.0.6.84","a_grod_n.tscrm.com"
"1c-1b-0d-86-57-4e","10.0.6.85","minint-4ivtjud.tscrm.com"
"84-a9-3e-0a-ce-8f","10.0.6.86","n_zatsarynna_n.tscrm.com"
"70-5a-0f-21-15-e0","10.0.6.88","a_voloshchenko.tscrm.com"
"84-a9-3e-0a-c6-53","10.0.6.90","a_sych_nb.tscrm.com"
"b4-b6-86-e6-06-51","10.0.6.93","m_maksymtsiv_n.tscrm.com"
