70-5A-0F-21-1A-D0,10.0.1.250,1:18,101,10.0.6.69,e_mityuk_nb.tscrm.com,A.Berezhniak,2115,Grandstream GXP1400 1.0.4.23,2019-12-19 11:16:21
28-D2-44-5D-66-8B,10.0.1.250,1:2,101,10.0.1.12,v_rudenko_nb.tscrm.com,,,,2020-02-19 12:41:48
00-0B-82-45-1F-4F,10.0.1.250,1:4,109,10.0.16.194,,Glass3_Kluch,2005,Grandstream GXP1405 1.0.8.6,2020-03-04 09:03:38
EC-8E-B5-5B-EE-F8,10.0.1.250,1:16,101,10.0.6.62,a_stratiienko_n.tscrm.com,,,,2020-03-03 20:34:59
A4-5D-36-C9-F2-06,10.0.1.250,1:19,101,10.0.1.23,hr_team02_nb.tscrm.com,,,,2020-02-21 23:51:30
28-D2-44-4D-D4-92,10.0.1.250,1:12,101,10.0.1.17,t_ovsiukhno_nb.tscrm.com,,,,2020-03-03 19:25:51
00-0B-82-BB-56-CC,10.0.1.250,1:6,109,10.0.17.113,,L.Sinkovskaya,1110,Grandstream GXP1610 1.0.4.55,2020-03-04 09:03:38
98-E7-F4-4D-56-C7,10.0.1.250,1:6,101,10.0.1.32,l_sinkovskaya_n.tscrm.com,,,,2020-03-04 09:03:38
00-0B-82-8A-DE-BD,10.0.1.250,1:11,109,10.0.17.41,,T.Stupak,1147,Grandstream GXP1610 1.0.2.27,2020-02-20 17:16:58
00-0B-82-45-20-D7,10.0.1.250,1:2,109,10.0.16.123,,V.Rudenko,1132,Grandstream GXP1405 1.0.4.23,2020-03-04 09:03:38
00-0B-82-33-C6-77,10.0.1.250,1:10,101,10.0.16.4,BAD_ADDRESS,O.Grigorjeva,1156,Grandstream GXP1405 1.0.4.23,2020-03-04 09:03:38
00-0B-82-45-20-16,10.0.1.250,1:16,109,10.0.16.33,BAD_ADDRESS,A.Ivanova,1128,Grandstream GXP1610 1.0.2.27,2020-03-03 10:43:42
28-D2-44-4D-CD-F5,10.0.1.250,1:1,101,10.0.1.9,a_savran_nb.tscrm.com,a.karnaukhova,1131,Grandstream GXP1400 1.0.4.23,2020-03-04 09:03:38
70-5A-0F-1F-F3-25,10.0.1.250,1:10,101,10.0.1.18,a_karnaukhova_nb.tscrm.com,,,,2020-03-04 09:03:38
00-0B-82-C3-FA-49,10.0.1.250,1:7,109,10.0.16.43,BAD_ADDRESS,A.Drymchenko,4195,Grandstream GXP1610 1.0.4.55,2020-03-04 09:03:38
A4-5D-36-C9-F2-06,10.0.1.250,1:19,101,10.0.4.38,v_tseluyko_nb.tscrm.com,o.zmiiova,4207,Grandstream GXP1610 1.0.2.27,2020-02-21 23:51:30
00-0B-82-45-7E-FC,10.0.1.250,1:21,109,10.0.16.208,,,,,2020-03-04 09:03:38
00-0B-82-45-7E-FB,10.0.1.250,1:17,109,10.0.16.231,,b.mazur,1131,Grandstream GXP1405 1.0.8.9,2020-03-04 09:03:38
70-5A-0F-21-1A-D0,10.0.1.250,1:18,101,10.0.1.37,hr_team01_nb.tscrm.com,,,,2019-12-19 11:16:21
40-8D-5C-D7-35-EC,10.0.1.250,1:5,101,10.0.3.24,minint-s7luc5v.tscrm.com,,,,2020-03-04 09:03:38
28-D2-44-4D-D4-92,10.0.1.250,1:12,101,10.0.6.58,t_ovsiukhno_nb.tscrm.com,K.Tsybulska,2184,Grandstream GXP1400 1.0.4.23,2020-03-03 19:25:51
00-0B-82-40-BD-6D,10.0.1.250,1:1,109,10.0.16.57,BAD_ADDRESS,A.Savran,1108,Grandstream GXP1400 1.0.8.6,2020-03-04 09:03:38
